dataset	location	time_period	horizon_distance	q_10	q_25	q_50	q_75	q_90	split_period	data_type	disease_cases
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-06-01							2010-04-01	observed	18.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-06-01							2010-05-01	observed	18.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-06-01							2010-06-01	observed	18.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-06-01							2010-07-01	observed	18.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-06-01							2010-08-01	observed	18.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-06-01							2010-09-01	observed	18.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-07-01							2010-03-01	observed	40.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-07-01							2010-04-01	observed	40.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-07-01							2010-05-01	observed	40.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-07-01							2010-06-01	observed	40.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-07-01							2010-07-01	observed	40.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-07-01							2010-08-01	observed	40.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-07-01							2010-09-01	observed	40.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-08-01							2010-03-01	observed	23.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-08-01							2010-04-01	observed	23.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-08-01							2010-05-01	observed	23.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-08-01							2010-06-01	observed	23.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-08-01							2010-07-01	observed	23.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-08-01							2010-08-01	observed	23.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-08-01							2010-09-01	observed	23.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-09-01							2010-03-01	observed	75.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-09-01							2010-04-01	observed	75.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-09-01							2010-05-01	observed	75.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-09-01							2010-06-01	observed	75.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-09-01							2010-07-01	observed	75.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-09-01							2010-08-01	observed	75.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-09-01							2010-09-01	observed	75.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-10-01							2010-03-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-10-01							2010-04-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-10-01							2010-05-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-10-01							2010-06-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-10-01							2010-07-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-10-01							2010-08-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-10-01							2010-09-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-11-01							2010-03-01	observed	11.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-11-01							2010-04-01	observed	11.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-11-01							2010-05-01	observed	11.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-11-01							2010-06-01	observed	11.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-11-01							2010-07-01	observed	11.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-11-01							2010-08-01	observed	11.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-11-01							2010-09-01	observed	11.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-12-01							2010-03-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-12-01							2010-04-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-12-01							2010-05-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-12-01							2010-06-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-12-01							2010-07-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-12-01							2010-08-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2007-12-01							2010-09-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-01-01							2010-03-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-01-01							2010-04-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-01-01							2010-05-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-01-01							2010-06-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-01-01							2010-07-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-01-01							2010-08-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-01-01							2010-09-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-02-01							2010-03-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-02-01							2010-04-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-02-01							2010-05-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-02-01							2010-06-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-02-01							2010-07-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-02-01							2010-08-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-02-01							2010-09-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-03-01							2010-03-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-03-01							2010-04-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-03-01							2010-05-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-03-01							2010-06-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-03-01							2010-07-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-03-01							2010-08-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-03-01							2010-09-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-04-01							2010-03-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-04-01							2010-04-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-04-01							2010-05-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-04-01							2010-06-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-04-01							2010-07-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-04-01							2010-08-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-04-01							2010-09-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-05-01							2010-03-01	observed	15.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-05-01							2010-04-01	observed	15.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-05-01							2010-05-01	observed	15.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-05-01							2010-06-01	observed	15.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-05-01							2010-07-01	observed	15.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-05-01							2010-08-01	observed	15.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-05-01							2010-09-01	observed	15.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-06-01							2010-03-01	observed	19.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-06-01							2010-04-01	observed	19.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-06-01							2010-05-01	observed	19.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-06-01							2010-06-01	observed	19.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-06-01							2010-07-01	observed	19.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-06-01							2010-08-01	observed	19.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-06-01							2010-09-01	observed	19.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-07-01							2010-03-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-07-01							2010-04-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-07-01							2010-05-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-07-01							2010-06-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-07-01							2010-07-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-07-01							2010-08-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-07-01							2010-09-01	observed	31.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-08-01							2010-03-01	observed	32.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-08-01							2010-04-01	observed	32.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-08-01							2010-05-01	observed	32.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-08-01							2010-06-01	observed	32.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-08-01							2010-07-01	observed	32.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-08-01							2010-08-01	observed	32.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-08-01							2010-09-01	observed	32.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-09-01							2010-03-01	observed	30.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-09-01							2010-04-01	observed	30.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-09-01							2010-05-01	observed	30.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-09-01							2010-06-01	observed	30.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-09-01							2010-07-01	observed	30.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-09-01							2010-08-01	observed	30.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-09-01							2010-09-01	observed	30.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-10-01							2010-03-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-10-01							2010-04-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-10-01							2010-05-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-10-01							2010-06-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-10-01							2010-07-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-10-01							2010-08-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-10-01							2010-09-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-11-01							2010-03-01	observed	12.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-11-01							2010-04-01	observed	12.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-11-01							2010-05-01	observed	12.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-11-01							2010-06-01	observed	12.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-11-01							2010-07-01	observed	12.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-11-01							2010-08-01	observed	12.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-11-01							2010-09-01	observed	12.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-12-01							2010-03-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-12-01							2010-04-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-12-01							2010-05-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-12-01							2010-06-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-12-01							2010-07-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-12-01							2010-08-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2008-12-01							2010-09-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-01-01							2010-03-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-01-01							2010-04-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-01-01							2010-05-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-01-01							2010-06-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-01-01							2010-07-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-01-01							2010-08-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-01-01							2010-09-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-02-01							2010-03-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-02-01							2010-04-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-02-01							2010-05-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-02-01							2010-06-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-02-01							2010-07-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-02-01							2010-08-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-02-01							2010-09-01	observed	3.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-03-01							2010-03-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-03-01							2010-04-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-03-01							2010-05-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-03-01							2010-06-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-03-01							2010-07-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-03-01							2010-08-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-03-01							2010-09-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-04-01							2010-03-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-04-01							2010-04-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-04-01							2010-05-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-04-01							2010-06-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-04-01							2010-07-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-04-01							2010-08-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-04-01							2010-09-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-05-01							2010-03-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-05-01							2010-04-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-05-01							2010-05-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-05-01							2010-06-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-05-01							2010-07-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-05-01							2010-08-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-05-01							2010-09-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-06-01							2010-03-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-06-01							2010-04-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-06-01							2010-05-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-06-01							2010-06-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-06-01							2010-07-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-06-01							2010-08-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-06-01							2010-09-01	observed	7.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-07-01							2010-03-01	observed	35.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-07-01							2010-04-01	observed	35.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-07-01							2010-05-01	observed	35.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-07-01							2010-06-01	observed	35.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-07-01							2010-07-01	observed	35.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-07-01							2010-08-01	observed	35.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-07-01							2010-09-01	observed	35.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-08-01							2010-03-01	observed	9.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-08-01							2010-04-01	observed	9.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-08-01							2010-05-01	observed	9.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-08-01							2010-06-01	observed	9.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-08-01							2010-07-01	observed	9.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-08-01							2010-08-01	observed	9.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-08-01							2010-09-01	observed	9.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-09-01							2010-03-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-09-01							2010-04-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-09-01							2010-05-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-09-01							2010-06-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-09-01							2010-07-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-09-01							2010-08-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-09-01							2010-09-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-10-01							2010-03-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-10-01							2010-04-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-10-01							2010-05-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-10-01							2010-06-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-10-01							2010-07-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-10-01							2010-08-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-10-01							2010-09-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-11-01							2010-03-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-11-01							2010-04-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-11-01							2010-05-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-11-01							2010-06-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-11-01							2010-07-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-11-01							2010-08-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-11-01							2010-09-01	observed	2.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-12-01							2010-03-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-12-01							2010-04-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-12-01							2010-05-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-12-01							2010-06-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-12-01							2010-07-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-12-01							2010-08-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2009-12-01							2010-09-01	observed	1.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-01-01							2010-03-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-01-01							2010-04-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-01-01							2010-05-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-01-01							2010-06-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-01-01							2010-07-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-01-01							2010-08-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-01-01							2010-09-01	observed	0.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-02-01							2010-03-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-02-01							2010-04-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-02-01							2010-05-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-02-01							2010-06-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-02-01							2010-07-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-02-01							2010-08-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-02-01							2010-09-01	observed	5.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-03-01							2010-03-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-03-01							2010-04-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-03-01							2010-05-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-03-01							2010-06-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-03-01							2010-07-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-03-01							2010-08-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-BL	2010-03-01							2010-09-01	observed	10.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-04-01							2010-03-01	observed	38.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-04-01							2010-04-01	observed	38.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-04-01							2010-05-01	observed	38.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-04-01							2010-06-01	observed	38.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-04-01							2010-07-01	observed	38.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-04-01							2010-08-01	observed	38.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-04-01							2010-09-01	observed	38.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-05-01							2010-03-01	observed	337.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-05-01							2010-04-01	observed	337.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-05-01							2010-05-01	observed	337.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-05-01							2010-06-01	observed	337.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-05-01							2010-07-01	observed	337.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-05-01							2010-08-01	observed	337.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-05-01							2010-09-01	observed	337.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-06-01							2010-03-01	observed	294.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-06-01							2010-04-01	observed	294.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-06-01							2010-05-01	observed	294.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-06-01							2010-06-01	observed	294.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-06-01							2010-07-01	observed	294.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-06-01							2010-08-01	observed	294.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-06-01							2010-09-01	observed	294.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-07-01							2010-03-01	observed	54.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-07-01							2010-04-01	observed	54.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-07-01							2010-05-01	observed	54.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-07-01							2010-06-01	observed	54.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-07-01							2010-07-01	observed	54.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-07-01							2010-08-01	observed	54.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-07-01							2010-09-01	observed	54.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-08-01							2010-03-01	observed	57.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-08-01							2010-04-01	observed	57.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-08-01							2010-05-01	observed	57.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-08-01							2010-06-01	observed	57.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-08-01							2010-07-01	observed	57.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-08-01							2010-08-01	observed	57.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-08-01							2010-09-01	observed	57.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-09-01							2010-03-01	observed	40.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-09-01							2010-04-01	observed	40.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-09-01							2010-05-01	observed	40.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-09-01							2010-06-01	observed	40.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-09-01							2010-07-01	observed	40.0
data-554670bcc0a2e62291d3a96d9290667e	LA-CH	2004-09-01							2010-08-01	observed	40.0
